stage,day in stage,trial,A1o,A1c,A2o,A2c,A3o,A3c,A4o,A4c,action,reward
1,9,18.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
1,9,19.0,-1,-1,0,1,1,0,-1,-1,3.0,1.0
1,9,20.0,-1,-1,1,0,0,1,-1,-1,2.0,1.0
1,9,21.0,0,1,-1,-1,1,0,-1,-1,3.0,1.0
1,9,22.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
1,9,23.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
1,9,24.0,-1,-1,0,1,1,0,-1,-1,3.0,1.0
1,9,25.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
1,9,26.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
1,9,27.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
1,9,28.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
1,9,29.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
1,9,30.0,0,1,1,0,-1,-1,-1,-1,2.0,1.0
1,9,31.0,-1,-1,-1,-1,0,1,1,0,4.0,1.0
1,9,32.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
1,9,33.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
1,9,34.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
1,9,35.0,-1,-1,0,1,-1,-1,1,0,4.0,1.0
1,9,36.0,1,0,0,1,-1,-1,-1,-1,1.0,1.0
1,9,37.0,-1,-1,1,0,0,1,-1,-1,2.0,1.0
1,9,38.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
1,9,39.0,-1,-1,1,0,-1,-1,0,1,2.0,1.0
1,9,40.0,1,0,0,1,-1,-1,-1,-1,1.0,1.0
1,9,41.0,-1,-1,0,1,-1,-1,1,0,4.0,1.0
1,9,42.0,-1,-1,1,0,0,1,-1,-1,3.0,0.0
1,9,43.0,-1,-1,1,0,-1,-1,0,1,2.0,1.0
1,9,44.0,-1,-1,-1,-1,1,0,0,1,3.0,1.0
1,9,45.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
1,9,46.0,0,1,-1,-1,1,0,-1,-1,3.0,1.0
1,9,47.0,0,1,1,0,-1,-1,-1,-1,2.0,1.0
1,9,48.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
1,9,49.0,-1,-1,0,1,1,0,-1,-1,3.0,1.0
1,9,50.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
2,1,1.0,-1,-1,1,0,0,1,-1,-1,2.0,1.0
2,1,2.0,-1,-1,0,1,1,0,-1,-1,3.0,1.0
2,1,3.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
2,1,4.0,-1,-1,-1,-1,1,1,0,0,4.0,0.0
2,1,5.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
2,1,6.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
2,1,7.0,-1,-1,0,1,-1,-1,1,0,2.0,0.0
2,1,8.0,-1,-1,-1,-1,1,0,0,1,3.0,1.0
2,1,9.0,1,1,-1,-1,0,0,-1,-1,3.0,0.0
2,1,10.0,0,1,-1,-1,1,0,-1,-1,3.0,1.0
2,1,11.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
2,1,12.0,-1,-1,1,0,-1,-1,0,1,2.0,1.0
2,1,13.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
2,1,14.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
2,1,15.0,-1,-1,-1,-1,0,1,1,0,4.0,1.0
2,1,16.0,1,0,-1,-1,0,1,-1,-1,1.0,1.0
2,1,17.0,-1,-1,0,1,1,0,-1,-1,3.0,1.0
2,1,18.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
2,1,19.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
2,1,20.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
2,1,21.0,-1,-1,0,1,1,0,-1,-1,2.0,0.0
2,1,22.0,-1,-1,0,1,-1,-1,1,0,4.0,1.0
2,1,23.0,-1,-1,1,0,-1,-1,0,1,2.0,1.0
2,1,24.0,-1,-1,0,1,-1,-1,1,0,4.0,1.0
2,1,25.0,-1,-1,-1,-1,1,0,0,1,3.0,1.0
2,1,26.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
2,1,27.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
2,1,28.0,-1,-1,-1,-1,1,0,0,1,3.0,1.0
2,1,29.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
2,1,30.0,1,0,-1,-1,0,1,-1,-1,1.0,1.0
2,1,31.0,0,1,-1,-1,1,0,-1,-1,3.0,1.0
2,1,32.0,1,0,0,1,-1,-1,-1,-1,1.0,1.0
2,1,33.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
2,1,34.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
2,1,35.0,-1,-1,0,1,1,0,-1,-1,3.0,1.0
2,1,36.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
2,1,37.0,0,1,1,0,-1,-1,-1,-1,2.0,1.0
2,1,38.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
2,1,39.0,-1,-1,1,0,-1,-1,0,1,2.0,1.0
2,1,40.0,1,0,-1,-1,0,1,-1,-1,1.0,1.0
2,1,41.0,-1,-1,1,0,0,1,-1,-1,2.0,1.0
2,1,42.0,1,0,-1,-1,0,1,-1,-1,1.0,1.0
2,1,43.0,-1,-1,1,0,-1,-1,0,1,2.0,1.0
2,1,44.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
2,1,45.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
2,1,46.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
2,1,47.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
2,1,48.0,0,1,-1,-1,1,0,-1,-1,3.0,1.0
2,1,49.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
2,1,50.0,1,1,0,0,-1,-1,-1,-1,2.0,0.0
2,2,1.0,-1,-1,-1,-1,0,1,1,0,4.0,1.0
2,2,2.0,1,1,0,0,-1,-1,-1,-1,2.0,0.0
2,2,3.0,-1,-1,1,0,0,1,-1,-1,2.0,1.0
2,2,4.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
2,2,5.0,1,0,0,1,-1,-1,-1,-1,1.0,1.0
2,2,6.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
2,2,7.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
2,2,8.0,-1,-1,1,0,0,1,-1,-1,2.0,1.0
2,2,9.0,-1,-1,0,1,1,0,-1,-1,3.0,1.0
2,2,10.0,0,1,-1,-1,1,0,-1,-1,3.0,1.0
2,2,11.0,-1,-1,0,1,1,0,-1,-1,3.0,1.0
2,2,12.0,-1,-1,0,1,-1,-1,1,0,4.0,1.0
2,2,13.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
2,2,14.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
2,2,15.0,0,0,1,1,-1,-1,-1,-1,1.0,0.0
2,2,16.0,1,0,-1,-1,0,1,-1,-1,1.0,1.0
2,2,17.0,-1,-1,1,0,-1,-1,0,1,2.0,1.0
2,2,18.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
2,2,19.0,-1,-1,-1,-1,1,0,0,1,3.0,1.0
2,2,20.0,-1,-1,-1,-1,1,0,0,1,3.0,1.0
2,2,21.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
2,2,22.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
2,2,23.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
2,2,24.0,0,1,1,0,-1,-1,-1,-1,2.0,1.0
2,2,25.0,-1,-1,1,0,-1,-1,0,1,2.0,1.0
2,2,26.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
2,2,27.0,-1,-1,-1,-1,0,1,1,0,4.0,1.0
2,2,28.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
2,2,29.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
2,2,30.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,1,1.0,-1,-1,0,1,1,0,-1,-1,3.0,0.0
3,1,2.0,0,1,1,0,-1,-1,-1,-1,2.0,0.0
3,1,3.0,0,0,1,1,-1,-1,-1,-1,1.0,0.0
3,1,4.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,1,5.0,-1,-1,0,0,1,1,-1,-1,2.0,0.0
3,1,6.0,1,0,-1,-1,-1,-1,0,1,1.0,0.0
3,1,7.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,1,8.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,1,9.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,1,10.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,1,11.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,1,12.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,1,13.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
3,1,14.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,1,15.0,1,0,-1,-1,-1,-1,0,1,1.0,0.0
3,1,16.0,0,0,-1,-1,1,1,-1,-1,,
3,1,17.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,1,18.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,1,19.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,1,20.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
3,1,21.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,1,22.0,-1,-1,1,0,-1,-1,0,1,2.0,0.0
3,1,23.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,1,24.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
3,1,25.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,1,26.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,1,27.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,1,28.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,1,29.0,-1,-1,0,1,1,0,-1,-1,,
3,1,30.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,1,31.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,1,32.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,1,33.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,1,34.0,-1,-1,0,0,-1,-1,1,1,2.0,0.0
3,1,35.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,1,36.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,1,37.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,1,38.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,1,39.0,0,0,-1,-1,-1,-1,1,1,,
3,1,40.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,1,41.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,1,42.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
3,1,43.0,-1,-1,1,0,0,1,-1,-1,,
3,1,44.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,1,45.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,1,46.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,1,47.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,1,48.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,1,49.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,1,50.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,1,51.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,1,52.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,1,53.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
3,1,54.0,-1,-1,1,0,0,1,-1,-1,3.0,1.0
3,2,1.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,2,2.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,2,3.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,2,4.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,2,5.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,2,6.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,2,7.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,2,8.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,2,9.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,2,10.0,-1,-1,1,0,-1,-1,0,1,2.0,0.0
3,2,11.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,2,12.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,2,13.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,2,14.0,0,1,-1,-1,1,0,-1,-1,,
3,2,15.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,2,16.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,2,17.0,-1,-1,1,0,0,1,-1,-1,3.0,1.0
3,2,18.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,2,19.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,2,20.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
3,2,21.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,2,22.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,2,23.0,-1,-1,1,0,0,1,-1,-1,3.0,1.0
3,2,24.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,2,25.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,2,26.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,2,27.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,2,28.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,2,29.0,-1,-1,0,1,1,0,-1,-1,3.0,0.0
3,2,30.0,1,0,-1,-1,-1,-1,0,1,1.0,0.0
3,2,31.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
3,2,32.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,2,33.0,-1,-1,1,0,-1,-1,0,1,2.0,0.0
3,2,34.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,2,35.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,2,36.0,-1,-1,-1,-1,0,1,1,0,3.0,1.0
3,2,37.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,2,38.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
3,2,39.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,2,40.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,2,41.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,2,42.0,-1,-1,-1,-1,1,0,0,1,4.0,1.0
3,2,43.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,2,44.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,2,45.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,2,46.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,2,47.0,1,0,-1,-1,-1,-1,0,1,1.0,0.0
3,2,48.0,0,0,1,1,-1,-1,-1,-1,,
3,2,49.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,2,50.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,2,51.0,-1,-1,1,0,-1,-1,0,1,2.0,0.0
3,2,52.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,2,53.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
3,2,54.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,2,55.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,2,56.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,2,57.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,2,58.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,2,59.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,2,60.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,2,61.0,0,1,1,0,-1,-1,-1,-1,2.0,0.0
3,2,62.0,1,0,-1,-1,-1,-1,0,1,,
3,2,63.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,2,64.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
3,2,65.0,-1,-1,0,1,1,0,-1,-1,3.0,0.0
3,2,66.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,2,67.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,2,68.0,-1,-1,0,0,-1,-1,1,1,,
3,2,69.0,-1,-1,0,1,1,0,-1,-1,3.0,0.0
3,2,70.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,2,71.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,2,72.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,2,73.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,2,74.0,-1,-1,1,0,-1,-1,0,1,2.0,0.0
3,2,75.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,2,76.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,2,77.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
3,2,78.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,2,79.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,2,80.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,2,81.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,2,82.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,2,83.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,2,84.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,2,85.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,2,86.0,1,1,-1,-1,-1,-1,0,0,4.0,0.0
3,2,87.0,-1,-1,0,1,-1,-1,1,0,2.0,1.0
3,2,88.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,2,89.0,-1,-1,0,1,1,0,-1,-1,3.0,0.0
3,2,90.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,2,91.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,2,92.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,2,93.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,2,94.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,2,95.0,-1,-1,0,1,1,0,-1,-1,,
3,2,96.0,0,1,-1,-1,1,0,-1,-1,,
3,2,97.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,2,98.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,2,99.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
3,2,100.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,2,101.0,-1,-1,-1,-1,1,0,0,1,4.0,1.0
3,2,102.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,2,103.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,2,104.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,2,105.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
3,2,106.0,0,1,1,0,-1,-1,-1,-1,2.0,0.0
3,3,1.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
3,3,2.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,3,3.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,3,4.0,-1,-1,1,0,0,1,-1,-1,3.0,1.0
3,3,5.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,3,6.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,3,7.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,3,8.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,3,9.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,3,10.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,3,11.0,-1,-1,1,0,-1,-1,0,1,2.0,0.0
3,3,12.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,3,13.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,3,14.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
3,3,15.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
3,3,16.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,3,17.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,3,18.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,3,19.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,3,20.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,3,21.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,3,22.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,3,23.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,3,24.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,3,25.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
3,3,26.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,3,27.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,3,28.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,3,29.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
3,3,30.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,3,31.0,-1,-1,1,0,-1,-1,0,1,2.0,0.0
3,3,32.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,3,33.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,3,34.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,3,35.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,3,36.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
3,3,37.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,3,38.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,3,39.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,3,40.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,3,41.0,0,0,1,1,-1,-1,-1,-1,1.0,0.0
3,3,42.0,-1,-1,0,1,1,0,-1,-1,3.0,0.0
3,3,43.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,3,44.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,3,45.0,1,0,-1,-1,-1,-1,0,1,1.0,0.0
3,3,46.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,3,47.0,-1,-1,1,0,0,1,-1,-1,3.0,1.0
3,3,48.0,-1,-1,1,1,-1,-1,0,0,4.0,0.0
3,3,49.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,3,50.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,3,51.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,3,52.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,3,53.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,3,54.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,3,55.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
3,3,56.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,3,57.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,3,58.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,3,59.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,3,60.0,0,1,1,0,-1,-1,-1,-1,2.0,0.0
3,3,61.0,1,0,-1,-1,0,1,-1,-1,3.0,1.0
3,3,62.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,3,63.0,-1,-1,1,1,0,0,-1,-1,,
3,3,64.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,3,65.0,-1,-1,1,0,0,1,-1,-1,,
3,3,66.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,3,67.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,3,68.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,3,69.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
3,3,70.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,3,71.0,-1,-1,1,0,0,1,-1,-1,3.0,1.0
3,3,72.0,1,0,-1,-1,-1,-1,0,1,1.0,0.0
3,3,73.0,-1,-1,-1,-1,1,1,0,0,4.0,0.0
3,3,74.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,3,75.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,3,76.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,3,77.0,0,1,1,0,-1,-1,-1,-1,2.0,0.0
3,3,78.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,3,79.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
3,3,80.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,3,81.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,3,82.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,3,83.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
