stage,day in stage,trial,A1o,A1c,A2o,A2c,A3o,A3c,A4o,A4c,action,reward
3,7,46.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,7,47.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,7,48.0,-1,-1,0,1,1,0,-1,-1,3.0,0.0
3,7,49.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,7,50.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,7,51.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
3,7,52.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,7,53.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,7,54.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
3,7,55.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,7,56.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,7,57.0,-1,-1,-1,-1,1,0,0,1,4.0,1.0
3,7,58.0,0,1,1,0,-1,-1,-1,-1,2.0,0.0
3,7,59.0,0,0,-1,-1,1,1,-1,-1,,
3,7,60.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,7,61.0,-1,-1,1,0,0,1,-1,-1,,
3,7,62.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,7,63.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,7,64.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
3,7,65.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,7,66.0,1,1,-1,-1,-1,-1,0,0,4.0,0.0
3,7,67.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
3,7,68.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,7,69.0,1,1,-1,-1,-1,-1,0,0,4.0,0.0
3,7,70.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,7,71.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,7,72.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,7,73.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,7,74.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,7,75.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
3,7,76.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,7,77.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,7,78.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
3,7,79.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,7,80.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,7,81.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,7,82.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,7,83.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,7,84.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,7,85.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,7,86.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,7,87.0,-1,-1,-1,-1,1,0,0,1,4.0,1.0
3,7,88.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,7,89.0,-1,-1,-1,-1,1,0,0,1,,
3,7,90.0,0,0,-1,-1,1,1,-1,-1,,
3,7,91.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,7,92.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,7,93.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,7,94.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,7,95.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,7,96.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,7,97.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,7,98.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,7,99.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,7,100.0,-1,-1,-1,-1,1,0,0,1,4.0,1.0
3,7,101.0,1,0,-1,-1,-1,-1,0,1,1.0,0.0
3,7,102.0,0,0,-1,-1,1,1,-1,-1,,
3,7,103.0,-1,-1,0,0,1,1,-1,-1,2.0,0.0
3,7,104.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,7,105.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,7,106.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,8,1.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,8,2.0,-1,-1,1,0,0,1,-1,-1,3.0,1.0
3,8,3.0,-1,-1,0,1,-1,-1,1,0,2.0,1.0
3,8,4.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,8,5.0,-1,-1,-1,-1,1,0,0,1,4.0,1.0
3,8,6.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
3,8,7.0,1,0,-1,-1,0,1,-1,-1,3.0,1.0
3,8,8.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,8,9.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,8,10.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,8,11.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,8,12.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,8,13.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
3,8,14.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,8,15.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,8,16.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,8,17.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,8,18.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,8,19.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,8,20.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
3,8,21.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,8,22.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,8,23.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
3,8,24.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,8,25.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,8,26.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,8,27.0,-1,-1,-1,-1,1,0,0,1,4.0,1.0
3,8,28.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
3,8,29.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,8,30.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,8,31.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
3,8,32.0,-1,-1,1,1,0,0,-1,-1,3.0,0.0
3,8,33.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,8,34.0,1,0,-1,-1,0,1,-1,-1,3.0,1.0
3,8,35.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,8,36.0,0,1,-1,-1,-1,-1,1,0,1.0,1.0
3,8,37.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,8,38.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
3,8,39.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,8,40.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,8,41.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,8,42.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
3,8,43.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,8,44.0,-1,-1,1,0,0,1,-1,-1,3.0,1.0
3,8,45.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,8,46.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,8,47.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,8,48.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,8,49.0,-1,-1,0,0,-1,-1,1,1,2.0,0.0
3,8,50.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,8,51.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,8,52.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,8,53.0,-1,-1,-1,-1,1,0,0,1,4.0,1.0
3,8,54.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,8,55.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,8,56.0,-1,-1,-1,-1,1,1,0,0,4.0,0.0
3,8,57.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,8,58.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
3,8,59.0,-1,-1,-1,-1,1,1,0,0,4.0,0.0
3,8,60.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,8,61.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,8,62.0,0,1,1,0,-1,-1,-1,-1,2.0,0.0
3,8,63.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,8,64.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,8,65.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
3,8,66.0,-1,-1,1,1,-1,-1,0,0,4.0,0.0
3,8,67.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,8,68.0,1,1,-1,-1,-1,-1,0,0,4.0,0.0
3,8,69.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,8,70.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
3,8,71.0,1,0,-1,-1,0,1,-1,-1,3.0,1.0
3,8,72.0,-1,-1,0,1,-1,-1,1,0,2.0,1.0
3,8,73.0,-1,-1,1,1,-1,-1,0,0,4.0,0.0
3,8,74.0,-1,-1,1,1,-1,-1,0,0,4.0,0.0
3,8,75.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,8,76.0,-1,-1,0,0,-1,-1,1,1,2.0,0.0
3,8,77.0,1,1,-1,-1,-1,-1,0,0,4.0,0.0
3,8,78.0,-1,-1,-1,-1,1,1,0,0,4.0,0.0
3,8,79.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,8,80.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,8,81.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
3,8,82.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,8,83.0,-1,-1,-1,-1,1,1,0,0,4.0,0.0
3,8,84.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,8,85.0,-1,-1,-1,-1,1,0,0,1,4.0,1.0
3,8,86.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,8,87.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,8,88.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,8,89.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
3,8,90.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
3,8,91.0,-1,-1,1,0,-1,-1,0,1,2.0,0.0
3,8,92.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,8,93.0,0,1,1,0,-1,-1,-1,-1,2.0,0.0
3,8,94.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,8,95.0,0,0,1,1,-1,-1,-1,-1,1.0,0.0
3,8,96.0,1,0,-1,-1,-1,-1,0,1,1.0,0.0
3,8,97.0,-1,-1,-1,-1,0,1,1,0,3.0,1.0
3,8,98.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,8,99.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,8,100.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,9,1.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,9,2.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,9,3.0,-1,-1,0,1,-1,-1,1,0,2.0,1.0
3,9,4.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,9,5.0,-1,-1,1,0,0,1,-1,-1,3.0,1.0
3,9,6.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,9,7.0,-1,-1,-1,-1,0,1,1,0,3.0,1.0
3,9,8.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,9,9.0,-1,-1,-1,-1,0,1,1,0,3.0,1.0
3,9,10.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
3,9,11.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,9,12.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,9,13.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,9,14.0,-1,-1,0,1,1,0,-1,-1,3.0,0.0
3,9,15.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,9,16.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,9,17.0,1,0,0,1,-1,-1,-1,-1,2.0,1.0
3,9,18.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,9,19.0,0,1,1,0,-1,-1,-1,-1,2.0,0.0
3,9,20.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
3,9,21.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,9,22.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,9,23.0,0,1,1,0,-1,-1,-1,-1,2.0,0.0
3,9,24.0,1,0,-1,-1,0,1,-1,-1,3.0,1.0
3,9,25.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,9,26.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,9,27.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,9,28.0,0,0,-1,-1,1,1,-1,-1,1.0,0.0
3,9,29.0,0,1,-1,-1,-1,-1,1,0,1.0,1.0
3,9,30.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,9,31.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,9,32.0,-1,-1,0,0,1,1,-1,-1,2.0,0.0
3,9,33.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,9,34.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,9,35.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
3,9,36.0,-1,-1,-1,-1,1,0,0,1,4.0,1.0
3,9,37.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,9,38.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
3,9,39.0,-1,-1,1,1,-1,-1,0,0,4.0,0.0
3,9,40.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,9,41.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
3,9,42.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,9,43.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,9,44.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,9,45.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,9,46.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,9,47.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,9,48.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,9,49.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
3,9,50.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,9,51.0,-1,-1,-1,-1,0,1,1,0,3.0,1.0
3,9,52.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,9,53.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,9,54.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,9,55.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,9,56.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,9,57.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,9,58.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,9,59.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,9,60.0,0,0,-1,-1,-1,-1,1,1,1.0,0.0
3,9,61.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,9,62.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,9,63.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,9,64.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,9,65.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,9,66.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
3,9,67.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
3,9,68.0,-1,-1,0,1,1,0,-1,-1,3.0,0.0
3,9,69.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,9,70.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,9,71.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,9,72.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,9,73.0,-1,-1,1,0,0,1,-1,-1,3.0,1.0
3,9,74.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
3,9,75.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
3,9,76.0,-1,-1,0,0,1,1,-1,-1,2.0,0.0
3,9,77.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,9,78.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,9,79.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,9,80.0,0,1,1,0,-1,-1,-1,-1,2.0,0.0
3,9,81.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
3,9,82.0,-1,-1,0,1,-1,-1,1,0,2.0,1.0
3,9,83.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
3,9,84.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
3,9,85.0,-1,-1,-1,-1,1,1,0,0,4.0,0.0
3,9,86.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,9,87.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,9,88.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,9,89.0,-1,-1,-1,-1,1,0,0,1,4.0,1.0
3,9,90.0,-1,-1,-1,-1,1,0,0,1,4.0,1.0
3,9,91.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,9,92.0,1,1,-1,-1,0,0,-1,-1,3.0,0.0
3,9,93.0,0,0,-1,-1,1,1,-1,-1,1.0,0.0
3,9,94.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,9,95.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,9,96.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
3,9,97.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,9,98.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,9,99.0,1,0,-1,-1,-1,-1,0,1,,
3,9,100.0,1,0,-1,-1,0,1,-1,-1,3.0,1.0
3,9,101.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
3,10,1.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,10,2.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,10,3.0,1,0,-1,-1,0,1,-1,-1,,
3,10,4.0,-1,-1,1,0,-1,-1,0,1,2.0,0.0
3,10,5.0,-1,-1,-1,-1,1,1,0,0,,
3,10,6.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,10,7.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,10,8.0,-1,-1,-1,-1,1,0,0,1,4.0,1.0
3,10,9.0,-1,-1,-1,-1,1,0,0,1,4.0,1.0
3,10,10.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
3,10,11.0,1,1,0,0,-1,-1,-1,-1,,
3,10,12.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,10,13.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,10,14.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,10,15.0,-1,-1,1,1,0,0,-1,-1,3.0,0.0
3,10,16.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,10,17.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,10,18.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
3,10,19.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,10,20.0,-1,-1,0,0,1,1,-1,-1,,
3,10,21.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,10,22.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
3,10,23.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,10,24.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,10,25.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,10,26.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
3,10,27.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,10,28.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,10,29.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
3,10,30.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,10,31.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,10,32.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,10,33.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,10,34.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,10,35.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
3,10,36.0,-1,-1,0,1,1,0,-1,-1,3.0,0.0
3,10,37.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
3,10,38.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,10,39.0,-1,-1,-1,-1,1,0,0,1,4.0,1.0
3,10,40.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,10,41.0,-1,-1,-1,-1,1,1,0,0,4.0,0.0
3,10,42.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,10,43.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,10,44.0,0,1,-1,-1,1,0,-1,-1,,
3,10,45.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,10,46.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,10,47.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,10,48.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
3,10,49.0,0,1,1,0,-1,-1,-1,-1,2.0,0.0
3,10,50.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,10,51.0,-1,-1,0,1,1,0,-1,-1,,
3,10,52.0,1,0,0,1,-1,-1,-1,-1,,
3,10,53.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,10,54.0,-1,-1,1,1,0,0,-1,-1,,
3,10,55.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,10,56.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,10,57.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,10,58.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
3,11,1.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,11,2.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,11,3.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
3,11,4.0,1,1,-1,-1,0,0,-1,-1,3.0,0.0
3,11,5.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,11,6.0,1,1,-1,-1,-1,-1,0,0,4.0,0.0
3,11,7.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,11,8.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,11,9.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,11,10.0,0,1,1,0,-1,-1,-1,-1,2.0,0.0
3,11,11.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,11,12.0,0,0,-1,-1,1,1,-1,-1,1.0,0.0
3,11,13.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,11,14.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,11,15.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
3,11,16.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,11,17.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,11,18.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,11,19.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
3,11,20.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,11,21.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,11,22.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
3,11,23.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
3,11,24.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,11,25.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,11,26.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,11,27.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,11,28.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,11,29.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,11,30.0,0,1,1,0,-1,-1,-1,-1,2.0,0.0
3,11,31.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,11,32.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,11,33.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,11,34.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
