stage,day in stage,trial,A1o,A1c,A2o,A2c,A3o,A3c,A4o,A4c,action,reward
3,11,35.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
3,11,36.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,11,37.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,11,38.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,11,39.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,11,40.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
3,11,41.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,11,42.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
3,11,43.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,11,44.0,-1,-1,0,0,1,1,-1,-1,,
3,11,45.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
3,11,46.0,-1,-1,0,1,-1,-1,1,0,,
3,11,47.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,11,48.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,11,49.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,11,50.0,-1,-1,-1,-1,1,1,0,0,4.0,0.0
3,11,51.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,11,52.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,11,53.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
3,11,54.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,11,55.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,11,56.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,11,57.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
3,12,1.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
3,12,2.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
3,12,3.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,12,4.0,0,0,1,1,-1,-1,-1,-1,,
3,12,5.0,0,0,-1,-1,1,1,-1,-1,1.0,0.0
3,12,6.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,12,7.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,12,8.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
3,12,9.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,12,10.0,-1,-1,0,1,-1,-1,1,0,,
3,12,11.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
3,12,12.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,12,13.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,12,14.0,0,1,-1,-1,-1,-1,1,0,1.0,1.0
3,12,15.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,12,16.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,12,17.0,1,0,-1,-1,-1,-1,0,1,1.0,0.0
3,12,18.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,12,19.0,0,0,1,1,-1,-1,-1,-1,1.0,0.0
3,12,20.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
3,12,21.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,12,22.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,12,23.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
3,12,24.0,-1,-1,1,0,0,1,-1,-1,3.0,1.0
3,12,25.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,12,26.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,12,27.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
3,12,28.0,-1,-1,1,0,-1,-1,0,1,2.0,0.0
3,12,29.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
3,12,30.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,12,31.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,12,32.0,-1,-1,-1,-1,0,1,1,0,,
3,12,33.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,12,34.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
3,12,35.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,12,36.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,12,37.0,-1,-1,-1,-1,1,0,0,1,4.0,1.0
3,12,38.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,12,39.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,12,40.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,12,41.0,0,1,1,0,-1,-1,-1,-1,,
3,12,42.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,12,43.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,12,44.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,12,45.0,-1,-1,0,1,1,0,-1,-1,,
3,12,46.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,12,47.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,12,48.0,-1,-1,1,0,0,1,-1,-1,3.0,1.0
3,12,49.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,12,50.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,12,51.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,12,52.0,0,0,1,1,-1,-1,-1,-1,1.0,0.0
3,12,53.0,0,1,-1,-1,1,0,-1,-1,,
3,12,54.0,-1,-1,0,1,1,0,-1,-1,,
3,12,55.0,-1,-1,-1,-1,1,1,0,0,4.0,0.0
3,12,56.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
3,12,57.0,1,0,-1,-1,0,1,-1,-1,,
3,12,58.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,12,59.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,12,60.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,12,61.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,12,62.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
3,12,63.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,12,64.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,12,65.0,-1,-1,1,0,0,1,-1,-1,3.0,1.0
3,12,66.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,12,67.0,-1,-1,1,1,-1,-1,0,0,4.0,0.0
3,12,68.0,0,0,-1,-1,1,1,-1,-1,1.0,0.0
3,12,69.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
3,12,70.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,12,71.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,12,72.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,12,73.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,12,74.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,12,75.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
3,12,76.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
3,12,77.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
3,12,78.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,12,79.0,0,0,1,1,-1,-1,-1,-1,1.0,0.0
3,12,80.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,12,81.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,12,82.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,12,83.0,1,0,-1,-1,-1,-1,0,1,1.0,0.0
3,12,84.0,-1,-1,0,1,1,0,-1,-1,,
3,12,85.0,-1,-1,-1,-1,1,0,0,1,4.0,1.0
3,12,86.0,-1,-1,-1,-1,1,0,0,1,4.0,1.0
3,12,87.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,12,88.0,-1,-1,1,1,-1,-1,0,0,4.0,0.0
3,12,89.0,0,0,-1,-1,1,1,-1,-1,1.0,0.0
3,12,90.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
3,12,91.0,1,0,-1,-1,0,1,-1,-1,3.0,1.0
3,12,92.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
3,12,93.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,12,94.0,-1,-1,0,1,1,0,-1,-1,3.0,0.0
3,12,95.0,-1,-1,0,0,1,1,-1,-1,,
3,12,96.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,12,97.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,12,98.0,-1,-1,0,1,1,0,-1,-1,,
3,12,99.0,-1,-1,-1,-1,1,1,0,0,4.0,0.0
3,12,100.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,12,101.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,12,102.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
3,12,103.0,-1,-1,0,1,-1,-1,1,0,2.0,1.0
3,12,104.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,12,105.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,12,106.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,12,107.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,12,108.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,12,109.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,12,110.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,12,111.0,-1,-1,0,1,1,0,-1,-1,,
3,12,112.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,13,1.0,-1,-1,-1,-1,0,1,1,0,3.0,1.0
3,13,2.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,13,3.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,13,4.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,13,5.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
3,13,6.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,13,7.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,13,8.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
3,13,9.0,0,1,-1,-1,-1,-1,1,0,1.0,1.0
3,13,10.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,13,11.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,13,12.0,-1,-1,1,0,0,1,-1,-1,3.0,1.0
3,13,13.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
3,13,14.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
3,13,15.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,13,16.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
3,13,17.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,13,18.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,13,19.0,-1,-1,1,0,-1,-1,0,1,2.0,0.0
3,13,20.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
3,13,21.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,13,22.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
3,13,23.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,13,24.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,13,25.0,-1,-1,0,1,1,0,-1,-1,,
3,13,26.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
3,13,27.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,13,28.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,13,29.0,-1,-1,-1,-1,1,1,0,0,4.0,0.0
3,13,30.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,13,31.0,-1,-1,1,1,-1,-1,0,0,4.0,0.0
3,13,32.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,13,33.0,-1,-1,0,0,1,1,-1,-1,,
3,13,34.0,0,1,-1,-1,-1,-1,1,0,1.0,1.0
3,13,35.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
3,13,36.0,0,1,1,0,-1,-1,-1,-1,,
3,13,37.0,-1,-1,1,1,0,0,-1,-1,,
3,13,38.0,-1,-1,-1,-1,0,0,1,1,,
3,13,39.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,13,40.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,13,41.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,13,42.0,-1,-1,-1,-1,1,0,0,1,,
3,13,43.0,1,0,-1,-1,0,1,-1,-1,,
3,13,44.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,13,45.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,13,46.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
3,13,47.0,-1,-1,1,0,0,1,-1,-1,3.0,1.0
3,13,48.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,13,49.0,-1,-1,-1,-1,1,1,0,0,4.0,0.0
3,13,50.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,13,51.0,0,0,1,1,-1,-1,-1,-1,1.0,0.0
3,13,52.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
3,13,53.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,13,54.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
3,13,55.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,13,56.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,13,57.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,14,1.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
3,14,2.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,14,3.0,0,1,1,0,-1,-1,-1,-1,2.0,0.0
3,14,4.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,14,5.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,14,6.0,-1,-1,0,0,1,1,-1,-1,,
3,14,7.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,14,8.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,14,9.0,0,0,1,1,-1,-1,-1,-1,1.0,0.0
3,14,10.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
3,14,11.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,14,12.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,14,13.0,-1,-1,1,0,0,1,-1,-1,3.0,1.0
3,14,14.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,14,15.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
3,14,16.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,14,17.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,14,18.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
3,14,19.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,14,20.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,14,21.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,14,22.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
3,14,23.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,14,24.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,14,25.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,14,26.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
3,14,27.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,14,28.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
3,14,29.0,0,0,1,1,-1,-1,-1,-1,1.0,0.0
3,14,30.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,14,31.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,14,32.0,1,0,-1,-1,0,1,-1,-1,3.0,1.0
3,14,33.0,-1,-1,-1,-1,1,1,0,0,4.0,0.0
3,14,34.0,-1,-1,-1,-1,1,0,0,1,4.0,1.0
3,14,35.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,14,36.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,14,37.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,14,38.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,14,39.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,14,40.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,14,41.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
3,14,42.0,-1,-1,1,1,-1,-1,0,0,,
3,14,43.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
3,14,44.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,14,45.0,1,0,-1,-1,-1,-1,0,1,1.0,0.0
3,14,46.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,14,47.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,14,48.0,0,0,-1,-1,-1,-1,1,1,,
3,14,49.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,14,50.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,14,51.0,0,1,-1,-1,-1,-1,1,0,1.0,1.0
3,14,52.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
3,14,53.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,15,1.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,15,2.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
3,15,3.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,15,4.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
3,15,5.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,15,6.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,15,7.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,15,8.0,0,0,-1,-1,1,1,-1,-1,1.0,0.0
3,15,9.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,15,10.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
3,15,11.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,15,12.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
3,15,13.0,1,0,-1,-1,-1,-1,0,1,1.0,0.0
3,15,14.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,15,15.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
3,15,16.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
3,15,17.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,15,18.0,-1,-1,1,1,-1,-1,0,0,4.0,0.0
3,15,19.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,15,20.0,-1,-1,1,0,-1,-1,0,1,2.0,0.0
3,15,21.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,15,22.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,15,23.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,15,24.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,15,25.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,15,26.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,15,27.0,-1,-1,0,1,1,0,-1,-1,3.0,0.0
3,15,28.0,1,0,-1,-1,-1,-1,0,1,1.0,0.0
3,15,29.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,15,30.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,15,31.0,1,0,-1,-1,-1,-1,0,1,1.0,0.0
3,15,32.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,15,33.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,15,34.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,15,35.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,15,36.0,0,0,-1,-1,1,1,-1,-1,3.0,1.0
3,15,37.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,15,38.0,-1,-1,1,1,-1,-1,0,0,2.0,1.0
3,15,39.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,15,40.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,15,41.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,15,42.0,0,1,-1,-1,-1,-1,1,0,1.0,1.0
3,15,43.0,-1,-1,-1,-1,1,1,0,0,3.0,1.0
3,15,44.0,-1,-1,0,0,-1,-1,1,1,2.0,0.0
3,15,45.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,15,46.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
3,15,47.0,-1,-1,-1,-1,1,0,0,1,4.0,1.0
3,15,48.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,15,49.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,15,50.0,1,0,-1,-1,-1,-1,0,1,1.0,0.0
3,15,51.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
3,15,52.0,-1,-1,1,1,-1,-1,0,0,4.0,0.0
3,15,53.0,-1,-1,0,1,-1,-1,1,0,4.0,0.0
3,15,54.0,0,1,-1,-1,1,0,-1,-1,3.0,0.0
3,15,55.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
3,15,56.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
3,15,57.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,15,58.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
3,15,59.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,15,60.0,0,0,1,1,-1,-1,-1,-1,2.0,1.0
3,15,61.0,0,1,-1,-1,-1,-1,1,0,1.0,1.0
3,15,62.0,-1,-1,0,1,1,0,-1,-1,3.0,0.0
3,15,63.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,15,64.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,15,65.0,-1,-1,-1,-1,0,1,1,0,3.0,1.0
3,15,66.0,-1,-1,-1,-1,1,1,0,0,4.0,0.0
3,15,67.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,15,68.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,15,69.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,15,70.0,1,1,0,0,-1,-1,-1,-1,1.0,1.0
3,15,71.0,0,1,-1,-1,1,0,-1,-1,,
3,15,72.0,1,0,-1,-1,0,1,-1,-1,1.0,0.0
3,15,73.0,-1,-1,1,1,0,0,-1,-1,2.0,1.0
3,15,74.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,15,75.0,0,0,1,1,-1,-1,-1,-1,1.0,0.0
3,15,76.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
3,15,77.0,1,0,-1,-1,0,1,-1,-1,3.0,1.0
3,15,78.0,-1,-1,0,0,1,1,-1,-1,3.0,1.0
3,15,79.0,0,1,-1,-1,-1,-1,1,0,4.0,0.0
3,15,80.0,1,1,-1,-1,0,0,-1,-1,1.0,1.0
3,15,81.0,1,0,0,1,-1,-1,-1,-1,1.0,0.0
3,15,82.0,0,0,-1,-1,1,1,-1,-1,1.0,0.0
3,15,83.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
3,15,84.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
3,15,85.0,0,0,-1,-1,-1,-1,1,1,4.0,1.0
3,15,86.0,-1,-1,1,0,0,1,-1,-1,2.0,0.0
3,15,87.0,-1,-1,1,1,-1,-1,0,0,,
3,15,88.0,-1,-1,0,1,-1,-1,1,0,2.0,1.0
3,15,89.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,15,90.0,-1,-1,-1,-1,0,1,1,0,,
3,15,91.0,-1,-1,-1,-1,0,1,1,0,4.0,0.0
3,15,92.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
3,15,93.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,15,94.0,-1,-1,0,1,1,0,-1,-1,2.0,1.0
3,15,95.0,-1,-1,-1,-1,1,0,0,1,3.0,0.0
3,15,96.0,-1,-1,-1,-1,0,0,1,1,4.0,1.0
3,15,97.0,0,1,-1,-1,1,0,-1,-1,1.0,1.0
3,15,98.0,-1,-1,0,0,1,1,-1,-1,,
3,15,99.0,-1,-1,1,1,-1,-1,0,0,,
3,15,100.0,1,0,-1,-1,-1,-1,0,1,4.0,1.0
3,15,101.0,0,1,1,0,-1,-1,-1,-1,1.0,1.0
3,15,102.0,1,1,-1,-1,-1,-1,0,0,1.0,1.0
3,15,103.0,-1,-1,1,0,-1,-1,0,1,4.0,1.0
3,15,104.0,-1,-1,0,0,-1,-1,1,1,4.0,1.0
3,15,105.0,-1,-1,-1,-1,1,0,0,1,4.0,1.0
